Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa),Date,Time
709,69.9,42.0,1016.5,01/30/2024,17:42:16
730,69.8,42.0,1016.5,01/30/2024,17:43:16
727,69.8,42.0,1016.5,01/30/2024,17:44:16
734,69.8,42.0,1016.5,01/30/2024,17:45:16
725,69.8,42.0,1016.6,01/30/2024,17:46:16
737,69.8,42.0,1016.5,01/30/2024,17:47:16
750,69.8,42.0,1016.4,01/30/2024,17:48:16
741,69.8,42.0,1016.4,01/30/2024,17:49:16
752,69.8,42.0,1016.6,01/30/2024,17:50:16
763,69.8,42.0,1016.5,01/30/2024,17:51:16
753,69.7,42.0,1016.4,01/30/2024,17:52:16
736,69.7,42.0,1016.4,01/30/2024,17:53:16
744,69.7,42.0,1016.4,01/30/2024,17:54:16
752,69.7,42.0,1016.4,01/30/2024,17:55:16
736,69.7,42.0,1016.4,01/30/2024,17:56:16
718,69.6,42.0,1016.5,01/30/2024,17:57:16
713,69.6,42.0,1016.5,01/30/2024,17:58:16
725,69.6,42.0,1016.5,01/30/2024,17:59:16
737,69.6,42.0,1016.5,01/30/2024,18:00:16
723,69.7,42.0,1016.5,01/30/2024,18:01:16
746,69.6,42.0,1016.4,01/30/2024,18:02:16
733,69.6,42.0,1016.5,01/30/2024,18:03:16
711,69.6,43.0,1016.4,01/30/2024,18:04:16
701,69.5,43.0,1016.4,01/30/2024,18:05:16
710,69.5,43.0,1016.5,01/30/2024,18:06:16
707,69.5,43.0,1016.4,01/30/2024,18:07:16
708,69.5,43.0,1016.4,01/30/2024,18:08:16
699,69.4,42.0,1016.5,01/30/2024,18:09:16
711,69.5,42.0,1016.4,01/30/2024,18:10:16
718,69.4,42.0,1016.4,01/30/2024,18:11:16
702,69.4,42.0,1016.3,01/30/2024,18:12:16
723,69.5,42.0,1016.3,01/30/2024,18:13:16
722,69.4,42.0,1016.3,01/30/2024,18:14:16
720,69.4,42.0,1016.3,01/30/2024,18:15:16
724,69.4,43.0,1016.4,01/30/2024,18:16:16
732,69.4,43.0,1016.3,01/30/2024,18:17:16
730,69.4,43.0,1016.3,01/30/2024,18:18:16
724,69.4,43.0,1016.3,01/30/2024,18:19:16
730,69.4,43.0,1016.4,01/30/2024,18:20:16
725,69.5,43.0,1016.4,01/30/2024,18:21:16
734,69.4,43.0,1016.3,01/30/2024,18:22:16
738,69.5,43.0,1016.3,01/30/2024,18:23:16
746,69.5,43.0,1016.4,01/30/2024,18:24:16
735,69.5,43.0,1016.3,01/30/2024,18:25:16
735,69.5,43.0,1016.3,01/30/2024,18:26:16
759,69.5,43.0,1016.3,01/30/2024,18:27:16
751,69.5,43.0,1016.4,01/30/2024,18:28:16
747,69.5,43.0,1016.5,01/30/2024,18:29:16
755,69.5,43.0,1016.3,01/30/2024,18:30:16
747,69.6,43.0,1016.4,01/30/2024,18:31:16
771,69.6,43.0,1016.4,01/30/2024,18:32:16
764,69.6,43.0,1016.4,01/30/2024,18:33:16
758,69.6,43.0,1016.3,01/30/2024,18:34:16
739,69.6,43.0,1016.4,01/30/2024,18:35:16
760,69.6,43.0,1016.3,01/30/2024,18:36:16
741,69.6,43.0,1016.5,01/30/2024,18:37:16
758,69.6,43.0,1016.5,01/30/2024,18:38:16
750,69.7,43.0,1016.4,01/30/2024,18:39:16
744,69.6,43.0,1016.5,01/30/2024,18:40:16
750,69.6,43.0,1016.3,01/30/2024,18:41:16
743,69.6,43.0,1016.3,01/30/2024,18:42:16
752,69.7,43.0,1016.4,01/30/2024,18:43:16
748,69.7,43.0,1016.4,01/30/2024,18:44:16
741,69.6,43.0,1016.3,01/30/2024,18:45:16
769,69.6,43.0,1016.5,01/30/2024,18:46:16
753,69.7,43.0,1016.4,01/30/2024,18:47:16
738,69.7,43.0,1016.3,01/30/2024,18:48:16
776,69.7,43.0,1016.4,01/30/2024,18:49:16
746,69.7,43.0,1016.4,01/30/2024,18:50:16
734,69.7,43.0,1016.4,01/30/2024,18:51:16
754,69.7,43.0,1016.4,01/30/2024,18:52:16
724,69.7,43.0,1016.4,01/30/2024,18:53:16
729,69.7,43.0,1016.4,01/30/2024,18:54:16
730,69.8,43.0,1016.3,01/30/2024,18:55:16
716,69.7,43.0,1016.3,01/30/2024,18:56:16
716,69.7,43.0,1016.3,01/30/2024,18:57:16
722,69.8,43.0,1016.4,01/30/2024,18:58:16
703,69.8,43.0,1016.3,01/30/2024,18:59:16
717,69.8,43.0,1016.4,01/30/2024,19:00:16
734,69.8,43.0,1016.3,01/30/2024,19:01:16
743,69.7,43.0,1016.4,01/30/2024,19:02:16
711,69.8,43.0,1016.3,01/30/2024,19:03:16
738,69.8,43.0,1016.2,01/30/2024,19:04:16
726,69.8,43.0,1016.3,01/30/2024,19:05:16
764,69.8,43.0,1016.3,01/30/2024,19:06:16
769,69.8,43.0,1016.3,01/30/2024,19:07:16
767,69.8,43.0,1016.2,01/30/2024,19:08:16
765,69.7,43.0,1016.2,01/30/2024,19:09:16
764,69.7,43.0,1016.2,01/30/2024,19:10:16
777,69.7,43.0,1016.3,01/30/2024,19:11:16
765,69.7,43.0,1016.2,01/30/2024,19:12:16
775,69.7,43.0,1016.2,01/30/2024,19:13:16
761,69.6,43.0,1016.2,01/30/2024,19:14:16
782,69.6,43.0,1016.2,01/30/2024,19:15:16
791,69.5,43.0,1016.1,01/30/2024,19:16:16
763,69.6,43.0,1016.2,01/30/2024,19:17:16
785,69.6,43.0,1016.2,01/30/2024,19:18:16
805,69.6,43.0,1016.2,01/30/2024,19:19:16
770,69.5,43.0,1016.2,01/30/2024,19:20:16
783,69.5,43.0,1016.2,01/30/2024,19:21:16
783,69.5,43.0,1016.1,01/30/2024,19:22:16
787,69.5,43.0,1016.1,01/30/2024,19:23:16
769,69.5,43.0,1016.1,01/30/2024,19:24:16
793,69.5,43.0,1016.1,01/30/2024,19:25:16
786,69.5,43.0,1016.1,01/30/2024,19:26:16
769,69.5,43.0,1016.1,01/30/2024,19:27:16
784,69.5,43.0,1016.2,01/30/2024,19:28:16
788,69.4,43.0,1016.2,01/30/2024,19:29:16
781,69.5,43.0,1016.2,01/30/2024,19:30:16
778,69.5,43.0,1016.1,01/30/2024,19:31:16
767,69.4,43.0,1016.1,01/30/2024,19:32:16
787,69.5,43.0,1016.1,01/30/2024,19:33:16
779,69.4,43.0,1016.1,01/30/2024,19:34:16
782,69.4,43.0,1016.1,01/30/2024,19:35:16
784,69.4,43.0,1016.1,01/30/2024,19:36:16
791,69.5,43.0,1016.1,01/30/2024,19:37:16
783,69.4,43.0,1016.1,01/30/2024,19:38:16
797,69.4,43.0,1016.2,01/30/2024,19:39:16
777,69.4,43.0,1016.1,01/30/2024,19:40:16
779,69.4,43.0,1016.1,01/30/2024,19:41:16
771,69.4,43.0,1016.0,01/30/2024,19:42:16
770,69.4,43.0,1016.0,01/30/2024,19:43:16
761,69.4,43.0,1015.9,01/30/2024,19:44:16
776,69.4,43.0,1016.0,01/30/2024,19:45:16
772,69.3,43.0,1015.9,01/30/2024,19:46:16
770,69.3,43.0,1015.9,01/30/2024,19:47:16
763,69.3,43.0,1016.0,01/30/2024,19:48:16
782,69.3,43.0,1015.9,01/30/2024,19:49:16
762,69.3,43.0,1015.9,01/30/2024,19:50:16
761,69.3,43.0,1015.9,01/30/2024,19:51:16
760,69.3,43.0,1015.8,01/30/2024,19:52:16
773,69.3,43.0,1015.8,01/30/2024,19:53:16
784,69.3,43.0,1015.9,01/30/2024,19:54:16
774,69.3,43.0,1015.8,01/30/2024,19:55:16
757,69.3,43.0,1015.8,01/30/2024,19:56:16
762,69.3,43.0,1015.8,01/30/2024,19:57:16
734,69.2,42.0,1015.8,01/30/2024,19:58:16
726,69.2,42.0,1015.8,01/30/2024,19:59:16
717,69.2,42.0,1015.7,01/30/2024,20:00:16
721,69.2,42.0,1015.7,01/30/2024,20:01:16
728,69.1,42.0,1015.8,01/30/2024,20:02:16
716,69.1,42.0,1015.8,01/30/2024,20:03:16
728,69.0,42.0,1015.7,01/30/2024,20:04:16
734,69.0,42.0,1015.7,01/30/2024,20:05:16
719,69.0,42.0,1015.8,01/30/2024,20:06:16
730,69.0,42.0,1015.7,01/30/2024,20:07:16
733,69.0,42.0,1015.8,01/30/2024,20:08:16
727,68.9,42.0,1015.7,01/30/2024,20:09:16
726,68.9,42.0,1015.7,01/30/2024,20:10:16
711,68.9,42.0,1015.7,01/30/2024,20:11:16
733,68.9,42.0,1015.8,01/30/2024,20:12:16
733,68.9,42.0,1015.7,01/30/2024,20:13:16
757,68.9,42.0,1015.7,01/30/2024,20:14:16
731,68.8,42.0,1015.7,01/30/2024,20:15:16
723,68.9,42.0,1015.6,01/30/2024,20:16:16
709,68.9,42.0,1015.6,01/30/2024,20:17:16
708,68.9,42.0,1015.6,01/30/2024,20:18:16
721,68.8,42.0,1015.7,01/30/2024,20:19:16
706,68.8,42.0,1015.6,01/30/2024,20:20:16
744,68.8,42.0,1015.6,01/30/2024,20:21:16
734,68.8,42.0,1015.7,01/30/2024,20:22:16
734,68.8,42.0,1015.6,01/30/2024,20:23:16
746,68.9,42.0,1015.7,01/30/2024,20:24:16
755,68.8,42.0,1015.6,01/30/2024,20:25:16
769,68.9,42.0,1015.6,01/30/2024,20:26:16
794,68.9,42.0,1015.6,01/30/2024,20:27:16
806,68.9,42.0,1015.5,01/30/2024,20:28:16
799,68.9,42.0,1015.5,01/30/2024,20:29:16
813,69.0,42.0,1015.5,01/30/2024,20:30:16
806,69.0,42.0,1015.5,01/30/2024,20:31:16
816,68.9,42.0,1015.5,01/30/2024,20:32:16
817,69.0,42.0,1015.6,01/30/2024,20:33:16
827,69.0,42.0,1015.4,01/30/2024,20:34:16
830,69.0,42.0,1015.5,01/30/2024,20:35:16
831,69.0,42.0,1015.4,01/30/2024,20:36:16
821,69.0,42.0,1015.4,01/30/2024,20:37:16
832,69.0,42.0,1015.3,01/30/2024,20:38:16
856,69.0,42.0,1015.5,01/30/2024,20:39:16
860,69.0,42.0,1015.4,01/30/2024,20:40:16
867,69.0,42.0,1015.4,01/30/2024,20:41:16
864,69.1,42.0,1015.4,01/30/2024,20:42:16
845,69.0,42.0,1015.5,01/30/2024,20:43:16
847,69.1,42.0,1015.4,01/30/2024,20:44:16
885,69.0,42.0,1015.4,01/30/2024,20:45:16
869,69.0,42.0,1015.5,01/30/2024,20:46:16
882,69.0,42.0,1015.4,01/30/2024,20:47:16
896,69.0,43.0,1015.4,01/30/2024,20:48:16
888,69.0,43.0,1015.4,01/30/2024,20:49:16
901,69.1,43.0,1015.5,01/30/2024,20:50:16
880,69.0,43.0,1015.4,01/30/2024,20:51:16
891,69.1,43.0,1015.4,01/30/2024,20:52:16
909,69.0,43.0,1015.4,01/30/2024,20:53:16
902,69.1,43.0,1015.4,01/30/2024,20:54:16
916,69.1,43.0,1015.4,01/30/2024,20:55:16
957,69.1,43.0,1015.4,01/30/2024,20:56:16
908,69.1,43.0,1015.4,01/30/2024,20:57:16
923,69.1,43.0,1015.4,01/30/2024,20:58:16
915,69.2,43.0,1015.4,01/30/2024,20:59:16
901,69.2,43.0,1015.4,01/30/2024,21:00:16
907,69.2,43.0,1015.4,01/30/2024,21:01:16
929,69.2,43.0,1015.4,01/30/2024,21:02:16
915,69.2,43.0,1015.4,01/30/2024,21:03:16
939,69.2,43.0,1015.3,01/30/2024,21:04:16
917,69.2,43.0,1015.3,01/30/2024,21:05:16
936,69.2,43.0,1015.4,01/30/2024,21:06:16
933,69.2,43.0,1015.3,01/30/2024,21:07:16
919,69.2,43.0,1015.4,01/30/2024,21:08:16
921,69.3,43.0,1015.4,01/30/2024,21:09:16
922,69.2,43.0,1015.3,01/30/2024,21:10:16
938,69.2,43.0,1015.4,01/30/2024,21:11:16
933,69.3,43.0,1015.3,01/30/2024,21:12:16
939,69.2,43.0,1015.4,01/30/2024,21:13:16
942,69.3,43.0,1015.3,01/30/2024,21:14:16
962,69.3,43.0,1015.4,01/30/2024,21:15:16
961,69.3,43.0,1015.3,01/30/2024,21:16:16
956,69.3,43.0,1015.3,01/30/2024,21:17:16
969,69.3,43.0,1015.4,01/30/2024,21:18:16
965,69.3,43.0,1015.2,01/30/2024,21:19:16
989,69.4,43.0,1015.2,01/30/2024,21:20:16
969,69.4,43.0,1015.3,01/30/2024,21:21:16
950,69.4,43.0,1015.2,01/30/2024,21:22:16
954,69.5,43.0,1015.2,01/30/2024,21:23:16
921,69.5,43.0,1015.2,01/30/2024,21:24:16
927,69.5,43.0,1015.3,01/30/2024,21:25:16
946,69.5,43.0,1015.2,01/30/2024,21:26:16
934,69.5,43.0,1015.3,01/30/2024,21:27:16
907,69.5,43.0,1015.1,01/30/2024,21:28:16
918,69.6,43.0,1015.2,01/30/2024,21:29:16
932,69.6,43.0,1015.2,01/30/2024,21:30:16
935,69.6,43.0,1015.2,01/30/2024,21:31:16
924,69.7,43.0,1015.1,01/30/2024,21:32:16
940,69.6,43.0,1015.1,01/30/2024,21:33:16
949,69.6,43.0,1015.1,01/30/2024,21:34:16
939,69.7,43.0,1015.1,01/30/2024,21:35:16
937,69.7,43.0,1015.0,01/30/2024,21:36:16
893,69.7,43.0,1014.9,01/30/2024,21:37:16
936,69.8,43.0,1014.9,01/30/2024,21:38:16
911,69.8,43.0,1015.0,01/30/2024,21:39:16
930,69.8,43.0,1014.9,01/30/2024,21:40:16
947,69.8,43.0,1015.0,01/30/2024,21:41:16
947,69.8,43.0,1014.9,01/30/2024,21:42:16
948,69.8,43.0,1015.0,01/30/2024,21:43:16
923,69.9,43.0,1014.9,01/30/2024,21:44:16
905,69.9,43.0,1015.0,01/30/2024,21:45:16
929,69.8,43.0,1015.0,01/30/2024,21:46:16
915,69.9,43.0,1015.0,01/30/2024,21:47:16
914,69.9,43.0,1014.9,01/30/2024,21:48:16
954,70.0,43.0,1014.9,01/30/2024,21:49:16
942,70.0,43.0,1014.9,01/30/2024,21:50:16
925,70.0,43.0,1014.9,01/30/2024,21:51:16
928,70.0,43.0,1014.9,01/30/2024,21:52:16
923,70.0,43.0,1014.9,01/30/2024,21:53:16
927,70.1,43.0,1014.8,01/30/2024,21:54:16
934,70.0,43.0,1014.9,01/30/2024,21:55:16
924,70.0,43.0,1014.8,01/30/2024,21:56:16
944,70.0,43.0,1014.8,01/30/2024,21:57:16
928,70.1,43.0,1014.8,01/30/2024,21:58:16
924,70.1,43.0,1014.8,01/30/2024,21:59:16
924,70.1,43.0,1014.8,01/30/2024,22:00:16
910,70.2,43.0,1014.7,01/30/2024,22:01:16
913,70.2,43.0,1014.8,01/30/2024,22:02:16
916,70.2,43.0,1014.7,01/30/2024,22:03:16
911,70.2,43.0,1014.7,01/30/2024,22:04:16
939,70.2,43.0,1014.7,01/30/2024,22:05:16
914,70.3,43.0,1014.7,01/30/2024,22:06:16
922,70.3,43.0,1014.8,01/30/2024,22:07:16
909,70.3,43.0,1014.7,01/30/2024,22:08:16
940,70.3,43.0,1014.8,01/30/2024,22:09:16
939,70.3,43.0,1014.7,01/30/2024,22:10:16
949,70.4,43.0,1014.8,01/30/2024,22:11:15
940,70.4,43.0,1014.8,01/30/2024,22:12:15
943,70.6,43.0,1014.8,01/30/2024,22:13:15
946,70.7,42.0,1014.8,01/30/2024,22:14:15
932,70.8,42.0,1014.8,01/30/2024,22:15:15
911,70.9,42.0,1014.7,01/30/2024,22:16:15
919,71.0,42.0,1014.7,01/30/2024,22:17:15
927,71.1,42.0,1014.7,01/30/2024,22:18:15
918,71.2,42.0,1014.7,01/30/2024,22:19:15
918,71.2,42.0,1014.6,01/30/2024,22:20:15
898,71.2,42.0,1014.7,01/30/2024,22:21:15
902,71.3,42.0,1014.6,01/30/2024,22:22:15
900,71.4,42.0,1014.7,01/30/2024,22:23:15
897,71.5,42.0,1014.6,01/30/2024,22:24:15
899,71.5,42.0,1014.7,01/30/2024,22:25:15
883,71.6,42.0,1014.7,01/30/2024,22:26:15
887,71.7,42.0,1014.6,01/30/2024,22:27:15
907,71.7,42.0,1014.7,01/30/2024,22:28:15
889,71.7,42.0,1014.7,01/30/2024,22:29:15
882,71.8,42.0,1014.7,01/30/2024,22:30:15
864,71.9,41.0,1014.7,01/30/2024,22:31:15
889,71.9,41.0,1014.7,01/30/2024,22:32:15
880,72.0,41.0,1014.7,01/30/2024,22:33:15
872,72.0,41.0,1014.6,01/30/2024,22:34:15
886,72.1,41.0,1014.7,01/30/2024,22:35:15
897,72.1,41.0,1014.7,01/30/2024,22:36:15
866,72.2,41.0,1014.6,01/30/2024,22:37:15
881,72.3,41.0,1014.6,01/30/2024,22:38:15
874,72.3,41.0,1014.7,01/30/2024,22:39:15
871,72.3,41.0,1014.7,01/30/2024,22:40:15
902,72.4,41.0,1014.7,01/30/2024,22:41:15
897,72.4,41.0,1014.6,01/30/2024,22:42:15
912,72.3,41.0,1014.7,01/30/2024,22:43:15
871,72.5,41.0,1014.6,01/30/2024,22:44:15
907,72.4,41.0,1014.7,01/30/2024,22:45:15
884,72.5,41.0,1014.8,01/30/2024,22:46:15
882,72.5,41.0,1014.6,01/30/2024,22:47:15
890,72.6,41.0,1014.7,01/30/2024,22:48:15
881,72.7,41.0,1014.7,01/30/2024,22:49:15
916,72.7,41.0,1014.6,01/30/2024,22:50:15
887,72.8,41.0,1014.6,01/30/2024,22:51:15
899,72.8,41.0,1014.5,01/30/2024,22:52:15
892,72.8,41.0,1014.5,01/30/2024,22:53:15
897,72.9,40.0,1014.6,01/30/2024,22:54:15
903,72.9,40.0,1014.6,01/30/2024,22:55:15
901,73.0,40.0,1014.5,01/30/2024,22:56:15
882,73.0,40.0,1014.6,01/30/2024,22:57:15
898,73.0,40.0,1014.5,01/30/2024,22:58:15
912,72.9,40.0,1014.4,01/30/2024,22:59:15
892,72.9,41.0,1014.5,01/30/2024,23:00:14
915,72.8,40.0,1014.6,01/30/2024,23:01:14
919,72.8,41.0,1014.6,01/30/2024,23:02:14
954,72.6,41.0,1014.5,01/30/2024,23:03:14
919,72.6,41.0,1014.6,01/30/2024,23:04:14
937,72.5,41.0,1014.5,01/30/2024,23:05:14
947,72.4,41.0,1014.5,01/30/2024,23:06:14
940,72.4,41.0,1014.5,01/30/2024,23:07:14
940,72.3,41.0,1014.5,01/30/2024,23:08:14
945,72.3,41.0,1014.5,01/30/2024,23:09:14
905,72.3,41.0,1014.5,01/30/2024,23:10:14
923,72.2,41.0,1014.5,01/30/2024,23:11:14
925,72.2,41.0,1014.5,01/30/2024,23:12:14
962,72.1,41.0,1014.4,01/30/2024,23:13:14
915,72.1,41.0,1014.5,01/30/2024,23:14:14
959,72.0,41.0,1014.4,01/30/2024,23:15:14
943,72.0,41.0,1014.4,01/30/2024,23:16:14
938,72.0,41.0,1014.4,01/30/2024,23:17:14
932,72.0,41.0,1014.4,01/30/2024,23:18:14
924,72.0,41.0,1014.5,01/30/2024,23:19:14
911,72.0,41.0,1014.5,01/30/2024,23:20:14
923,72.0,41.0,1014.4,01/30/2024,23:21:14
944,72.0,41.0,1014.5,01/30/2024,23:22:14
930,71.9,41.0,1014.3,01/30/2024,23:23:14
930,71.9,41.0,1014.3,01/30/2024,23:24:14
968,71.9,41.0,1014.4,01/30/2024,23:25:14
952,71.9,41.0,1014.3,01/30/2024,23:26:14
946,71.8,41.0,1014.2,01/30/2024,23:27:14
949,71.8,41.0,1014.3,01/30/2024,23:28:14
954,71.8,41.0,1014.3,01/30/2024,23:29:14
969,71.7,41.0,1014.3,01/30/2024,23:30:14
950,71.8,41.0,1014.3,01/30/2024,23:31:14
950,71.7,41.0,1014.3,01/30/2024,23:32:14
952,71.7,41.0,1014.3,01/30/2024,23:33:14
973,71.7,41.0,1014.4,01/30/2024,23:34:14
961,71.6,41.0,1014.3,01/30/2024,23:35:14
960,71.6,41.0,1014.2,01/30/2024,23:36:14
960,71.5,41.0,1014.2,01/30/2024,23:37:14
952,71.6,41.0,1014.3,01/30/2024,23:38:14
956,71.5,41.0,1014.2,01/30/2024,23:39:14
970,71.5,42.0,1014.2,01/30/2024,23:40:14
950,71.8,42.0,1014.1,01/30/2024,23:41:14
976,71.9,41.0,1014.2,01/30/2024,23:42:14
963,71.8,41.0,1014.1,01/30/2024,23:43:14
1003,71.7,41.0,1014.2,01/30/2024,23:44:14
988,71.5,41.0,1014.0,01/30/2024,23:45:14
1001,71.5,41.0,1014.1,01/30/2024,23:46:14
979,71.3,41.0,1014.1,01/30/2024,23:47:14
1000,71.2,41.0,1014.0,01/30/2024,23:48:14
969,71.2,41.0,1014.0,01/30/2024,23:49:14
978,71.1,42.0,1014.0,01/30/2024,23:50:14
968,71.0,42.0,1014.0,01/30/2024,23:51:14
984,70.9,42.0,1014.0,01/30/2024,23:52:14
973,70.8,42.0,1014.0,01/30/2024,23:53:14
962,70.9,42.0,1014.0,01/30/2024,23:54:14
957,70.8,42.0,1014.0,01/30/2024,23:55:14
951,70.7,42.0,1014.0,01/30/2024,23:56:14
948,70.7,42.0,1013.9,01/30/2024,23:57:14
948,70.6,42.0,1013.9,01/30/2024,23:58:14
961,70.6,42.0,1013.9,01/30/2024,23:59:14
967,70.5,42.0,1013.8,01/31/2024,00:00:06
947,70.5,42.0,1013.9,01/31/2024,00:01:06
921,70.5,42.0,1014.0,01/31/2024,00:02:06
937,70.5,42.0,1013.9,01/31/2024,00:03:06
924,70.4,42.0,1013.8,01/31/2024,00:04:06
936,70.3,42.0,1013.8,01/31/2024,00:05:06
941,70.3,42.0,1013.7,01/31/2024,00:06:06
946,70.3,42.0,1013.7,01/31/2024,00:07:06
912,70.3,42.0,1013.7,01/31/2024,00:08:06
948,70.3,42.0,1013.7,01/31/2024,00:09:06
912,70.3,42.0,1013.7,01/31/2024,00:10:06
928,70.3,42.0,1013.7,01/31/2024,00:11:06
912,70.3,42.0,1013.6,01/31/2024,00:12:06
920,70.2,42.0,1013.6,01/31/2024,00:13:06
936,70.2,42.0,1013.6,01/31/2024,00:14:06
912,70.2,42.0,1013.6,01/31/2024,00:15:06
905,70.2,42.0,1013.6,01/31/2024,00:16:06
911,70.2,42.0,1013.5,01/31/2024,00:17:06
895,70.1,42.0,1013.6,01/31/2024,00:18:06
889,70.1,42.0,1013.5,01/31/2024,00:19:06
895,70.1,42.0,1013.5,01/31/2024,00:20:06
871,70.0,42.0,1013.5,01/31/2024,00:21:06
869,70.0,42.0,1013.4,01/31/2024,00:22:06
883,70.0,42.0,1013.5,01/31/2024,00:23:06
881,70.0,42.0,1013.4,01/31/2024,00:24:06
856,70.0,42.0,1013.3,01/31/2024,00:25:06
844,69.9,42.0,1013.4,01/31/2024,00:26:06
854,69.9,42.0,1013.3,01/31/2024,00:27:06
854,69.9,42.0,1013.3,01/31/2024,00:28:06
857,69.8,43.0,1013.4,01/31/2024,00:29:06
834,69.8,43.0,1013.3,01/31/2024,00:30:06
843,69.8,43.0,1013.3,01/31/2024,00:31:06
851,69.8,43.0,1013.3,01/31/2024,00:32:06
857,69.8,43.0,1013.3,01/31/2024,00:33:06
870,69.8,43.0,1013.2,01/31/2024,00:34:06
847,69.8,43.0,1013.2,01/31/2024,00:35:06
853,69.7,43.0,1013.3,01/31/2024,00:36:06
853,69.7,43.0,1013.3,01/31/2024,00:37:06
846,69.7,43.0,1013.3,01/31/2024,00:38:06
856,69.6,43.0,1013.3,01/31/2024,00:39:06
835,69.6,43.0,1013.1,01/31/2024,00:40:06
850,69.6,43.0,1013.3,01/31/2024,00:41:06
834,69.6,43.0,1013.3,01/31/2024,00:42:06
851,69.6,43.0,1013.3,01/31/2024,00:43:06
837,69.6,43.0,1013.3,01/31/2024,00:44:06
837,69.5,43.0,1013.3,01/31/2024,00:45:06
835,69.6,43.0,1013.2,01/31/2024,00:46:06
853,69.6,43.0,1013.2,01/31/2024,00:47:06
831,69.5,43.0,1013.3,01/31/2024,00:48:06
838,69.5,43.0,1013.3,01/31/2024,00:49:06
831,69.5,43.0,1013.4,01/31/2024,00:50:06
836,69.4,43.0,1013.4,01/31/2024,00:51:06
849,69.5,43.0,1013.3,01/31/2024,00:52:06
839,69.4,43.0,1013.4,01/31/2024,00:53:06
856,69.4,43.0,1013.4,01/31/2024,00:54:06
846,69.4,43.0,1013.3,01/31/2024,00:55:06
845,69.4,43.0,1013.3,01/31/2024,00:56:06
844,69.3,43.0,1013.4,01/31/2024,00:57:06
855,69.3,43.0,1013.4,01/31/2024,00:58:06
849,69.3,43.0,1013.4,01/31/2024,00:59:06
841,69.3,43.0,1013.3,01/31/2024,01:00:06
841,69.3,43.0,1013.4,01/31/2024,01:01:06
846,69.3,43.0,1013.4,01/31/2024,01:02:06
824,69.3,43.0,1013.4,01/31/2024,01:03:06
837,69.3,43.0,1013.5,01/31/2024,01:04:06
846,69.3,43.0,1013.4,01/31/2024,01:05:06
839,69.2,43.0,1013.3,01/31/2024,01:06:06
825,69.3,43.0,1013.3,01/31/2024,01:07:06
826,69.3,43.0,1013.2,01/31/2024,01:08:06
845,69.3,43.0,1013.3,01/31/2024,01:09:06
857,69.2,43.0,1013.3,01/31/2024,01:10:06
836,69.2,43.0,1013.2,01/31/2024,01:11:06
843,69.2,43.0,1013.2,01/31/2024,01:12:06
836,69.2,43.0,1013.2,01/31/2024,01:13:06
841,69.2,43.0,1013.1,01/31/2024,01:14:06
855,69.2,43.0,1013.2,01/31/2024,01:15:06
829,69.2,43.0,1013.2,01/31/2024,01:16:06
866,69.1,43.0,1013.0,01/31/2024,01:17:06
856,69.1,43.0,1013.1,01/31/2024,01:18:06
836,69.2,43.0,1013.1,01/31/2024,01:19:06
844,69.1,43.0,1013.1,01/31/2024,01:20:06
860,69.1,43.0,1013.0,01/31/2024,01:21:06
834,69.1,43.0,1013.0,01/31/2024,01:22:06
845,69.0,43.0,1013.0,01/31/2024,01:23:06
863,69.1,43.0,1013.0,01/31/2024,01:24:06
854,69.1,43.0,1012.9,01/31/2024,01:25:06
840,69.0,43.0,1013.0,01/31/2024,01:26:06
867,69.1,43.0,1013.0,01/31/2024,01:27:06
876,69.0,44.0,1013.0,01/31/2024,01:28:06
913,69.1,44.0,1013.0,01/31/2024,01:29:06
907,69.2,44.0,1013.0,01/31/2024,01:30:06
916,69.2,44.0,1013.0,01/31/2024,01:31:06
937,69.2,44.0,1013.0,01/31/2024,01:32:06
944,69.2,44.0,1013.0,01/31/2024,01:33:06
939,69.3,44.0,1013.0,01/31/2024,01:34:06
918,69.3,44.0,1013.0,01/31/2024,01:35:06
941,69.3,44.0,1013.0,01/31/2024,01:36:06
953,69.2,44.0,1013.0,01/31/2024,01:37:06
964,69.2,44.0,1013.1,01/31/2024,01:38:06
968,69.3,44.0,1013.0,01/31/2024,01:39:06
951,69.2,44.0,1013.1,01/31/2024,01:40:06
952,69.2,44.0,1013.1,01/31/2024,01:41:06
960,69.2,44.0,1013.1,01/31/2024,01:42:06
959,69.2,44.0,1013.1,01/31/2024,01:43:06
943,69.2,44.0,1013.2,01/31/2024,01:44:06
962,69.1,44.0,1013.1,01/31/2024,01:45:06
951,69.2,44.0,1013.2,01/31/2024,01:46:06
938,69.2,44.0,1013.1,01/31/2024,01:47:06
922,69.2,44.0,1013.1,01/31/2024,01:48:06
947,69.2,44.0,1013.1,01/31/2024,01:49:06
929,69.1,44.0,1013.1,01/31/2024,01:50:06
940,69.2,44.0,1013.2,01/31/2024,01:51:06
958,69.1,44.0,1013.1,01/31/2024,01:52:06
938,69.1,44.0,1013.0,01/31/2024,01:53:06
923,69.1,44.0,1013.0,01/31/2024,01:54:06
925,69.2,44.0,1013.1,01/31/2024,01:55:06
931,69.2,44.0,1012.9,01/31/2024,01:56:06
926,69.1,44.0,1012.9,01/31/2024,01:57:06
935,69.1,44.0,1012.9,01/31/2024,01:58:06
943,69.1,44.0,1012.9,01/31/2024,01:59:06
